,tweet,off_label,label
211, يمكن كذابه لا تتعاطفون من مقطع كذذب انا شفت سنابها غسلت يدي 👎🏼👎🏼👎🏼,OFF,1.0
2717,هاتو صاحب الهشتاق🙂🔪' #صلاه_الجنازه_القادمه_انت,NOT_OFF,0.0
5457,#نجران-الان لا دراسة ولا دوام  ولا امتحانات ولا برزنتيشون ولا تقرير شهري ولا نصف السنة وإجازات مفتوحة  والنتيجة شهادة دكتوراة 😡هذا ماوصل إليه ابو نورة 👇🏼 ,NOT_OFF,0.0
2758, الفكره كلها ان الكلب شكله مرعب والله😂😂😂عندنا ع اول الشارع كلب شبهه بالظبط لما بيهوهو بس بتخض😂😂😂ممكن انتوا شايفنها جميله عشان التآلف اللي بينهم👀بس حقيقي الكلب يخض🐕😂😂,NOT_OFF,0.0
6118,الذبلجة الانجليزية احسن من اليابانية 🖕🏽 ,NOT_OFF,0.0
2388,بنت مدريدية تشبح لمورينهو 🤢🤢🤮🤮,NOT_OFF,0.0
2209,#بايع_الكليجا  لا حول ولا قوه الا بالله خافوا الله ياخي الولد يبي يترزق وانتوا تسمعونه كلام غزل ومدرس ايش استحوا شوي 😷,NOT_OFF,0.0
2132, نفسك😤,NOT_OFF,0.0
9138,واحب اقول لرايد و محمد وسلطان الحارثي ومحمد و ماجد و معهم محمد عظيم انتم في القايمة شديدة السواد لمقاطعتهم هذة الجلسة النادرة ؟ 😔 ولن لا يتم ذلك الصفح ابدا عنكم ابد 😡.,,1.0
7443, اجل عيال 😷😷,NOT_OFF,0.0
9727,عيب ورب الكعبه عيب وخير طير حر وحلو مايسوا بحقي افشل اهلي وانزل مستوى تربيتهم لي كذا عشان اخق ع واحد متخلف انا اكبر من اني كذا شي والله صراحه البنات صارو يمحنو ب اهل العلن مرض نفسي ان شاء الله بس الي يغبن زياده انه صار ترند   انقذوا بايع  الكليجا,,1.0
9113,الله user لايبشركم هالسنة بالخير ابلعو لهم بلوك 🙀🙀🙀🙀🙀😡😡😡😡😡😡,,1.0
7498,الظاهر البنات اللي معاي زعلوا منكلام الموظفة أمس عشان كذا قرروامايحضروا اليوم! طبعاً أنا مالي دخلسواءً زعلت او مازعلت بداوم! مافينيشعور ولاإحساس إذا غلطت بتعلم وإذازعلت برضى وإذا حزة بخاطري همبراضي نفسي..مستحيل أتقاعس عنأداء عملي راح ألتزم بشغلي مع انه موشغلي أصلاً.💔😷,NOT_OFF,0.0
3018, ايي والله حمدالله 😣,NOT_OFF,0.0
10120,بيقولك سيناء اتحررت ياكلب ياحقير رحمة الله علية. دة الرييس السادات  حرب وانتصر  مش زيكم تقتلون الاباء. بدون وجة حق وتتركون اليهود ، وتفرطون فى ارضيكم مصر ياحثالة الامم 😡👊,,1.0
10323,العاهه رونالدو جلد الجميع و في الربع الاخير انبطح تحية للمنفوخ😷,,1.0
7173,  يقول الشاعر كلن على الخاص يدلع وليفه وأنا على العام ازعجت الخلايق 💔-شكله يقصدني الحيوان 🔪🌚😂😂😂😂,OFF,1.0
2720,الايس 🤮#المنيشن_تشيمبر,NOT_OFF,0.0
3916,  انا افتكرت هالفرحه ببطولة التعادل والحصول على نقطه .🐸 ,NOT_OFF,0.0
10853,تفوو الله يلعنهم يلعععننهممم وربي ي كلاب ابو نتهم المخيس الكلب الغبي 😡😡😡😡🖕🏾,,1.0
5316, ايوا عايزا منه ايه !؟ زياد براحته يا ندى يا علاء ماشى ؟ 🔪🔪🔪,NOT_OFF,0.0
7526,يتزوج الاولى من راتب اختهويتزوج الثانيه من راتب زوجته ويتزوج الثالثه من راتب بنته ويتزوج الرابعه من رواتبهن كلهن ويبون يعددون عددلك الي ماياوي لك 😎👎#سعودياتxنطلبxاسقاطxالتعدد٦٠٠,OFF,1.0
1460, ارميها لاتوديك للحمام 😷,NOT_OFF,0.0
5104,#بايع_الكليجاقسم بالله فضحتونا🌚💔اوك ماقلنا شي عن جماله  ماشاء الله تبارك الرحمن بس مو لهدرجه ترند وتصوير ومغازله سلامات؟😤,NOT_OFF,0.0
7641, 😂😂😂😂😂الله يسلمك😤,NOT_OFF,0.0
9490,بايعة  بايع  الكليجا هي كلمة حق الجميل ماهو جميل يكفي انه مسلم عربي سعودي طيب ومن روس اهل القصيم... افضل من اللي خقوا على بنت ترامب هذه وغيرها من بنات الكفار🔪,,1.0
1860,صووداع اكره الفيسيولوجي 🔪🔪🔪 ابي اناام 😭,NOT_OFF,0.0
1364, ههههههههههههههههههههههههههههههههههههههههه من صرب لكرم 🤢🤢🤢😷😷,NOT_OFF,0.0
5086, اص اص 🔪🔪.,OFF,1.0
2650,الي بالتاق كذا اشكالهم لا تتحمسون ياعيال 😷 #بايع_الكليجا ,OFF,1.0
1039,radiation يا جماعه بيزود نسبه الاصابه ب cancer زي ما حصل في قنبله هيروشيما والناس ماتت .#راوند_جراحه_عامه. باخد غياب تلات مرات في اليوم 💩💩,NOT_OFF,0.0
813,- اللے يشوفگ وحـش متوريهوش إن آنت حــلو … ❤- وريہ لمآا بتبقے وحـش بتبقے عامل ازااي  … 😉👊,NOT_OFF,0.0
2545, 😡😡عشان بلوك 😥,NOT_OFF,0.0
2215, ههههههههههه نتسهوك انا ماعرفتهمش حتى شنو اصلا👊👊😂,NOT_OFF,0.0
9167,سوار الخير شعيب  فيه اهانه عظيمه لشعب الاعلام الخليجي ولاشخاص ذو دخل ترفيهي محدود طله فاشله باسلووووب فاشل 👎🏻 للاسف  سوار  شعيب,,1.0
3832,فشلتونآ يآبنآت 😞 الي يشوفگم يقول مآشآفو زين عيب عيب والله 👊💔 #بايع_الكليجا,OFF,1.0
5432, امس وانا اتابع بث حالي حال نفسي الا ويجيك تعليق حرق علي المسلسل حسبي الله عليه لا ويروح يكتب مره ثانيه 😷😭,OFF,1.0
1399, اي😷😷,NOT_OFF,0.0
4038,فوق انه إتكالي وكسول ومعتوه لهجتة قصيمية 🤮 ,OFF,1.0
9705,لازم نستغل البوسه في زواجات الاجانب كتوثيق زي المهر ، يااغبياء شفيكم ماتشوفون افلام اجنبيه ؟ انتو😁😤   داليا  مبارك,,1.0
6969, 👊👊بوم يا كيرياكوس,NOT_OFF,0.0
7941,  #هشتاق / فيديو كلب رهيب🔥👊💢  مع الفنانه ساميه  بصوت /--- شرين عبد الوهابمن تصويري وإخراجي galalfasbka جلال فسبكه…,NOT_OFF,0.0
263, مع الاسف تفائلت فيكم لكثرة اعلاناتكم لكن الاعلانات شيء والواقع  شيء اخرمكتوب ان التذكرة مستردة ويوم جيت الغي الحجز الموظف يقولي لايمكن الغاء الذهاب دون الغاء العودة علما بان موعد الرحلة بعد يومينورسوم الالغاء لكامل الرحلة 186 يعني تقريبا 21% من قيمة الحجز 👎👎,NOT_OFF,0.0
2103, قناة تافهه وبرنامج تافه وموضوع تافه خلصت المواضيع المهمه الي تفيدهم مثلا توظيف العاطلات وحقوقهن وجايبين موضوع ينقص من اخلاق وقيم نسائنا لاشافوه الدول الثانيه وش بيقولون عن نسائنا ؟ حسبي عليكم فشلتونا 😡,OFF,1.0
4967,حط هدفك قدام عنيك واستموت عليه واوصل وحققة حتي لو مين وقف قدامك 💪💪💪💪👊 ,NOT_OFF,0.0
11013,استحمار كل الشعب مستمر بعد الحوت الازرق  و ع العتروس الغليزاني حوت  ، اليوم الدور على الدجاجة الجيجلية url  وصلنا بينا لدرجة الهربة تس …,,1.0
10580,انت شكل للسانك مرره طويل ومااتحترم اهلها واهلها ولا انتا تحترمها ( اعوذ اعوذ بالله 👊,,1.0
692, متخرّج وأحارس إفادتي من تاريخ ٢٧-٠١ بنكمل شهر وهي بعدها في غرفة العمليات مادري تحت المعالجة 🤷🏼‍♂️🚶🏻‍♂️ كل ما اروح على الاسبوع الجاي بتكون بارزة ولا أشوف برزت ولا شي 😷 إجراءات أبطأ من السلحفاة إذا تمشي ..,NOT_OFF,0.0
4560, الله يلعنهم لعنة وقف 😣😣😪😪,OFF,1.0
9860, عند بايع  الكليجا قلة ، ادب يعني جد ماشافوا اشخاص حلوين بحياتهم الم تستحي فاصنع ماشيت الرجال استحى وهم لا يستحقون 😕😤,,1.0
7307,  #بايع_الكليجاآخ بس💔غيبة الذييب 👇🏻سووت للخرفان هيييبه🐑 ,OFF,1.0
10618,قسم العكيدات فشلونه بالديره والله 😡,,1.0
4589,الجو هواء فى تراب صعب اوى 😷,NOT_OFF,0.0
313, طب و الله زاكي مفيش ثقة خالص ايه ده  😭😂👊,NOT_OFF,0.0
3436, الشعوب العربيه اصبحت واعيه كفايه كذب وخير دليل ضرب سفيركم بـ 👞👞👞,OFF,1.0
348,  ليه حياتنا كلها جامعة و بنذاكر و شيتات..🐸مش ربناا خلقنا عشان نعبدو بس☺..!,NOT_OFF,0.0
5194, م انصحك صراحا 😷🤦‍♂️,NOT_OFF,0.0
6636, 😤مسكين ب يموت لوفكر بس مجرد تفكير,NOT_OFF,0.0
949, يسطا ال قالي اكدلي انك بتشرب فواكههاسترجل ياد و اشربها قص👊,OFF,1.0
4992, فرحت لاه😏🙄الموضوع فيه عيش ولحم😣😢😭😭,NOT_OFF,0.0
8615,اهو دا اللي فالحه فيه  طول اليوم نوم  😂😂😂😠 ,NOT_OFF,0.0
6997, استغفر الله اللهم اني صائم وما اقدر احكي 😷😷😷🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️,NOT_OFF,0.0
2194, شكلتس ما شفتي عيالنا يوم يخقون ع الهنديه فشلونا الله يفشلهم 🤦🏻‍♀️🔪🔪,OFF,1.0
6965, الشعب السعودي لايكاد يذكر عند شعوب الهند وشرق آسيا واوروبا ، الكويت وعمان مازالت القطرية تحط في بلادهم وتقدم لهم العروض !..اما انت خلك مع طيران ناس ياكابتن 👎🏼,OFF,1.0
11167,غلط غلطط تجي كم بنت وتتصرف ب قلة ادب وسخافه وانتي مالك اي دخل 😕 الا ويجيك لنا واحد بزر مطسس يشمل يتهم جميع البنات انهم نساء متخلفات شوهتن صورتنا معكم يا السلق ولا تبون اسقاط ولايه وحريه ؟ جعلكم توصلون للحمممى 👊🏻👊🏻👊🏻  بايع  الكليجا,,1.0
5111, بلكوه انا مبلكه خدش حيائي السلب🙄👎,OFF,1.0
6111, انا جيمر جرل ترا 😡😡😡,NOT_OFF,0.0
1824, هذي الحلقة بينت ان فيك تضخم في الجهل 🤮🤮🤮 جاهل و يقول تنويري يا صبر الارض على أشكالك,OFF,1.0
10909,كيف نطلب من مجرم متوحش له باع خبره باباده الشعوب ، ان يعدل بقضايانا السياسيه او يحلها... url وبعد هذا مله يصمون الدين الاسلامي على الرحيم بالارهاب... ياعيال وبنات الحرام لكم الف يوم لا تستاخرون فيه ولا هم تستقدمون. عند من الله الحساب سبحانه... الحين عرفت لماذا خلقت النااااااار 🤔😤,,1.0
140, ايفانكا كلنا ندري طقطقه ولاهي داريه عن هوى دارهم بس اللي م يستحون هذا سعوووووودي احرجوه واحرجوا اهله منجد ان لم تستح فأفعل ماتشاء تربيه👎🏽,OFF,1.0
5082, هو كالحمام والمجاري اينما كان موقعه لا ينتج منه الا روائح كريهة 💩💩💩,OFF,1.0
2592, امس قاعد العب مع خويي وماعنده سماعه معاناه 💩,NOT_OFF,0.0
6873,استودعتكم الله دعواتكم اغتصب الاختبارر🔪🔪,OFF,1.0
7275,مبدي مضغوطين 🐒🤚😂 *شعار الحياة هذه والاخرى واللي بعديها,NOT_OFF,0.0
9052,يمكن اللي حولك حولك اذا ريحهم ريحتها صنان وكذا لكن على الجانب الاقل انصحيهم بالنظافه والروايح الحلوة مو كذا😷,,1.0
4218, القصيم غبار الحين 😷😷🤧  اعلقووو,NOT_OFF,0.0
1237, ليه ما عزمتوني 😡,NOT_OFF,0.0
336,كيفني معاكم وانا ادلعكم بالمعنويات كل يوم 🌚💞لا تسب...الا ابوك انت يا ابن ال....!🙂👊🏻#فضفضة_طبيب ,OFF,1.0
7422, كيف تشرب هذا 🤢,NOT_OFF,0.0
9523,تكفى تكفى لا تنساني تذكرني بصوتك😷😷😷,,1.0
4436, تخيلو فيه عامر والطقه🤢🤢,NOT_OFF,0.0
5004, لاااا دااا تانى هنااا كرهتو فى الفيس 😡😡😡😡,NOT_OFF,0.0
469, ايات النككككااح بسسسهوله تبين لكك بششريه هالكككتااب..وكلهاا ورا مصالح الذككووووور ..والمفسسر😑😬😣مجنووون بعد..,OFF,1.0
8698,  #تعليق_الدراسهطب يعلقوا الدوام(الشغل) كمان 😠 هي المدرسة ع راسها ريشة,NOT_OFF,0.0
886,احلى حاجة هنا في الشقة ان مفيش حاجة بتعطلنا عن الاكل لا مذاكرة ولا نوم ولا غيره مفيش ادنى اعتراض حتى 😂😂😂👊,NOT_OFF,0.0
7853, جب بس زق كلب 🤢🤢🤢💔💔❤️💔💔ويييهعع كرييهه,OFF,1.0
9625, داليا  مبارك منهي ذي هي بعد ي ليت مادخلت استغفر من الله جد صور مقززه 😷🌚,,1.0
3022, لو مصبح بوجه رؤى كان ابرك من هالهنديه 😷,OFF,1.0
10491,عاد مره عطوه احد فوق حجمه حجمه تخلف قسم ,,1.0
9895,يارخيصه 😏 ياسافله  ياسهله 😡,,1.0
7216, كلام بالصميم دكتور وللأسف أن من يتبعه أصحاب شهادات ويفترض انهم مثقفون 😏👎🏽,NOT_OFF,0.0
873,وقعت قلبي😂😂👊 ,NOT_OFF,0.0
1202, حبج لي اكتروني😡,NOT_OFF,0.0
4494, حالتك صعبة تقلع😰👊,OFF,1.0
8811,مهما بلغت درجة حبك لي،إياك ثم إياك أن تناديني يا عسل أو يا بطة 🤦‍♀️🤦‍♀️🔪🔫,NOT_OFF,0.0
9177,والله الله م يسامح اللي سمح للحريم يدخلون الملعب😩😂😂😂😂منظر الملعب مقرف😷,,1.0
2176, وقسسم 😤,NOT_OFF,0.0
2492, 😷طويل وفقري,OFF,1.0
10313, ﻓﻲ ﻫﺬﻩ  ﻧﺎﺋﺐ اﺭﺩﻧﻲ  ﺍﻟﺜﻘﺔ ﻣﻬﻤﺎ ﻛﺎﻧﺖ  ﻗﺮﺍﺭﺍﺗﻬﺎ😂 الرييس  مجلس الادارة  النواب   مجلس  👥 الوزراء,,1.0
7956,ترا ماله داعي تتريقو على اي شي يصير ترا وربي اشكالكم تقرف😷,OFF,1.0
10593,القحبه الي تبغى تشم ريحة خصاويني السودا مشعر وتلحسها تجي خاص 🤤🔥🖕🏿👅  قحبه قحبه  شرموطه  كلبه  ديوثه دلوعه  شرموطه فاجره  عاهره  عنف  ذل  سادي  سكس  نيك  عم  زوجه فحل  قحبه زب خال  زانيه  معصيتي  راحتي  ممحونه  فجور  محنه  طيز  كس  صدر شهوة  ذل  نيك  دياثه  عنيف  عمه  سكس سحاقيه,,1.0
5916, دووم 😂😂👊,NOT_OFF,0.0
164,  صارت لي بالثانوي ! جيت متاخر ٧ وقالت طالعه مع واحد؟ المشكله اهلي موصليني المدرسه وانا كنت غبيه ساكته ماعرف اتكلم 😡…,OFF,1.0
8866, شف القرف حقين الانستقرام حولوا علينا 😷😷😷,OFF,1.0
1210,  اصعب  شعور لما تسال سؤال في قروب ‼️ ومحد يرد عليك وبعدهيسولفون بموضوع ثاني يجيك احساس أنك لمبه بالحووش مشغلينها الظهر 😁👊🏻…,NOT_OFF,0.0
690,#بايع_الكليجا اسبوع هبه و تنسونه مثل الهنديه 🙂💔 بس عجلو بالله حامت تسبدي بكل مكان اشوف صورته طلابه 🔪,NOT_OFF,0.0
7227,اللي اخترع ال seen والread مادرتش فينا خيررررر😤,NOT_OFF,0.0
9277,يوييطي ولد ينرفزني اسمه عبدالاله ,,1.0
8817,ي ربييه لمن بنات كلاس يبدأو يستظرفو ي ربييه ع العثاثه الا تتطلعع 🙂🖕🏽.,OFF,1.0
4652,البرد عايز يضيع عليا أهم 10 ايام ف حياتي لحد دلوقت 😤يارب الشفا من عندك,NOT_OFF,0.0
4727,  #درب_العرايسمسلسل غبي بكل المقاييس يجييب الحمووضه 🤢😷 ,OFF,1.0
3192,والنهاية مع هالمخرج؟؟🔪 ربنا حينتئم منك,OFF,1.0
3741,مقززين 🤮,OFF,1.0
6837, قلبيييييي😡💞💞💞,NOT_OFF,0.0
2139, وع وش ذا اللحية 😷عدل نفسك ابرك 😷,NOT_OFF,0.0
3039, استهدي بالله وداومي زي الالف لا اطلع حرتي فيك الحين🙂😡,NOT_OFF,0.0
3897,اولاد أختي شيء ثاااني من الازعاج ما شاء الله😪👊🏻,NOT_OFF,0.0
9922,اجل نجلد الزعيق ونخليهن صياح لين يهبطن 😤😂اي بس والله نضيعنا ومانلقانا مكاننا 💔😂😂,,1.0
8319, لو ما دخلنا اليمن كان صارت 1000 غوطة في اليمن تدخلنا في اليمن لانقاذ 25 مليون يمني يريد ان يحكمهم مجرم ايراني من كهوف صعده لا يؤمن الا بخرافات الولي السفيه في طهران👞,OFF,1.0
5167, ذنوب ع ظهري 🔪🔪🔪,NOT_OFF,0.0
1850,  دخييلكمممم لاحححددد يقول الجوووو يشبهني 🤬🤬😤😤😂😂.,NOT_OFF,0.0
647,  في آلمستشفيآت لآ يغرگم هدوءآلممرآت ورآئحة المعقمآت 😷 فخلفتلگ الأبوآب آروآح تضج بآلاوجآع 💉ًاللـہُم آمَ‘ـَُِــين إشفي كل مر…,NOT_OFF,0.0
9527,زوجتك اغمى عليها من ريحتك حط مزيل مزيل عرق 😷,,1.0
1738,دهيه توكسك يا بعيد الحيوان تربية الزريبة عديم الدم والإحساس جتك القرف انت واللى زيك محسبوين علينا مصريين أنشأ الله دايما جيشنا قهركم وحرق دمكم 😈😈👊👊 ,OFF,1.0
3557,#صلاه_الجنازه_القادمه_انت حتى الي براسه نوم اكيد طار والسبه هالتاق المتخلف👊😒,NOT_OFF,0.0
5426,  تفاعلو يا كلاب وكلبات تفوووووووووو عليكمهذي الكلبة للبيع 🐶 ,OFF,1.0
1089,الجنرال الامريكي جون ابو زيد.. حكام العرب يستمدون شرعيتهم من رضانا عليهم 😱😲🧐😡,NOT_OFF,0.0
8781, ايووووه زقرات مع بعضنا 😏😏ويش دخلكم😒👊,OFF,1.0
8883,واحد سال زوجته بعد كم سنة زواج:- حبيبتي كم رجال مر بحياتك واوعدك ما ازعل- قالت له: سبعة ..!!- قالها: أنا السابع والا الثامن؟- قالت: لأ ... إنت الرابع !!!!!👊🏻🤯🙄🤣,NOT_OFF,0.0
1172,يخسون ويعقبون 😠بفلوسنا يخدمونّا ،وكرامة المُعطي مو مثل كرامة الماخذ✋ ,NOT_OFF,0.0
6492,جاكيت النصر على ابو نوران 😷😷😷😷,NOT_OFF,0.0
3198,بحس بالتقزز و النفور الشديد لما حدا يطلع اصوات هو و عم ياكل. في ناس لو شو ما اكلت بتطلع اصوات مزعجة، يععع 🤧🤧😷,OFF,1.0
618, صادقه 👎🏻,NOT_OFF,0.0
10939,يا شين الخليجي url اذا سوى فيها مهند هه ,,1.0
2930, مالتبن غيرك وانت جاي من مرحاض يالله اذلف 😷,OFF,1.0
3655, شركة نقل عفش الرياضشركة نقل اثاث بالرياض تخزين🖕شركة نقل اثاث بالرياض تخزينشركة نقل اثاث بالرياض تخزين🖕🖕🖕💜💜💜💜شركة نقل اثاث بالرياض تخزينشركة نقل اثاث بالرياض تخزين☹🤛🤛🤛شركة نقل اثاث بالرياض تخزين0537591961 htt ,NOT_OFF,0.0
8263,اما بشوف واحده مطلعه شعرايه واحده بره الطرحه ببقه عايز اتف في وشها😡😡لاما تبقي قده لاما تقلعيه خالص😡😡,OFF,1.0
5298,  __امرأة سرقت علبة أناناس ودوها للقاضي 😣القاضي:شو سرقتيالمرأة علبة #أناناس 😍القاضي:كم قطعة أناناس بالعلبه ؟المرأة:ست قطع…,NOT_OFF,0.0
4871, ايييي مشالله حييل ( نزفزتيني ) 👊🏻,NOT_OFF,0.0
1469, اشفيهم ذولا كأنهم في حياتهم ماشافوا رجال قسم بالله عيب 😷,NOT_OFF,0.0
5095, يعتمد على الشخص الي طالب البيت 😂😂😂😂😂 يمكن يكون 💩 و يمكن ⭐️,NOT_OFF,0.0
5408,  تعالو سناب ي مخانيث يلاا 💦💦🖕🏻#كلب #خنيث #سالب #ديوث #عمه #دياثه #محنه #سكس #نيك #نيج #اح #ممحون #شرمطه #محارم #عمتكم #اذلك…,OFF,1.0
3994, ولله استاذ انا بديت اشوف الأشياء كأني في التسعين 🤢,NOT_OFF,0.0
1797,  وجيت لقتني قاعد مستنيك💩😅هربت ع سناب لقيتك جايلي بردك😂احنا لازم نشوفلنا app جديد يا x✋,NOT_OFF,0.0
9180,user لا ابغير البضاعه دامها رخيصه للرجال اببيع قنابل على اشكال الزوجات💣فعاله وتنهي تقتل الضحيه قبل بلحظه ولا تعطيه فرصه يتنفس 😡😡😂,,1.0
8012, هههههههههههههههههه والله ماودي اضحك ياجهيمان فعلكم هو 👞👞👞بس😂😂,NOT_OFF,0.0
6236, احيه 😃😡🐸,OFF,1.0
3905,  ويبقى الليل ذلك المخلوق المزعج ، لطالما يحمل في طياته أنين الصادقين 😣..,NOT_OFF,0.0
4448, خطر 😠,NOT_OFF,0.0
787, شكلك ما شفت كومديي جدة 😛😛😛🤣🤣🤣🔪,NOT_OFF,0.0
103, لسه بتآوح😡,NOT_OFF,0.0
4892,سكنتههه فييي عينيييي وشلتههه وعمرررييي والله ما زعلتهه😡😡😡😡,NOT_OFF,0.0
2190, واضح البوينت من اللقاء يا منصور 🤕😷😒 ترى ما أشقانا ولا درينا عنه راعي الكليجا امتحنتوا أهلنا فيه 🤢 والموضوع جد صار أوڤر وأخذ أكبر من حجمه 👎🏻,NOT_OFF,0.0
3938,لا يابنات مو كذا الله يفشلكم😷. ,OFF,1.0
3254, ابو القاسم التيس شاد حيله في برنامج المجلس كأنه المعزب. خس الله الهوش يا الجبش 🐑🐑🐏🐏,OFF,1.0
2242,البنات اللي خاقات مع بايع الكليجة وضعكم نفس وضع الشباب اللي كانوا خاقين ع بنت ترامب كلكم وع كلكم 👎🏻 كلكم شوهتوا صورتنا قدام العالم 👐🏻 #بايع_الكليجا,OFF,1.0
1290, يا ساتر يالفضاوة والنشفان وش هالملحجة 😷😐,NOT_OFF,0.0
1732, لبى الكلام الفلسفي 😂😂😂💘👊🏻,NOT_OFF,0.0
7795,  مهما سوت وحاولت تكون لطيفه ما ابلعها احسها ثقيلة دم وطينه نفس شخصية سيلين 🤢 ,OFF,1.0
5137,  باقي يوم😍على العيد الكبير🐑🐏🐐🐃🐂 كل سنه وأنتم طيبين☝👆😊😊أهنيك بالعيد الكبير ❤💗🎉🎊🎀🎁🎈🎋🎍📯🎆🎇🎄💐🎃🌷🌼🌺هي دي عديه بقي🎁😘☺😉😍 😇😇😗☺😣  🎉🎊🎁🎀…,NOT_OFF,0.0
815, تمام حمد لله شخبارك يالمختفي مدري القاطع الله زمااااان 😂👊🏻,NOT_OFF,0.0
7483,نتصدد عن التغريدات ؟ يجيبون عنه تقرير العربية 😷😷😭😭 ,NOT_OFF,0.0
4815, ي رجال اتفرج وهذا الفرح عالفيحا والله 😂وهذا وهم مباراه وحده انسحبو الدوليين لو تبون فضايح ترى عندي ي طحالب استرو انفسكم 🐸🐸😏 ,OFF,1.0
1902,انا شخص مسؤول على كلامي وليس على فهمك🤮,NOT_OFF,0.0
9045,الجو يفف الله يقرفهم كلاب 😷😷😷,,1.0
10467, بايع الكلي  الكليجا شكل الشباب والبنات وهم يبررون فعل الفاسدات هم الي يقفون عند باب البايع والله شي مقرف جدا ويجيب لك سالفة بنت ترامب على اساس انه فعل راضين عنه ماكنه طلع هاشتاق يمنعون اللحوج و يمنعون الدشير حتى بالتغزل الفاحش زي الفاحشات الي صايرة عند الرجال كذا 👎🏻,,1.0
9034,الله ؛ يرزقني ثقة الي ترش على عطر خايس 😭😷,,1.0
10205, انا بايع  الكليجاايش السخافه ، هذي ياناس ؟ من يتكلم جد ناس فاضيه ترى ، كنكم عمركم عمركم ماشفتوا شخص مرره حلو ، مع اني احس الجمال بديرة وهذا بديرة الله يخلف بس 😷 😷😷😷,,1.0
5556,#بايع_الكليجاأقبح مقطع شفته اليوماجل اذا قلت هذا جميل ما استشعرت بوجود الله ؟ 😷وش هالدراما 💦💦💦URL,NOT_OFF,0.0
2080,شو مَوهِبتَك ؟!- بَسوّي الّي براسي دايماً !حلو ، و بَعدين ؟!- بتِنزِل كُل مَصايب الدنيا عَلى راسي .🐸💔#lanosh#,NOT_OFF,0.0
1971,  واحد بقول لصاحبه : وينك #بالضبط ؟!قاله:لا بالتطبيقات 🐸جديدة هاي اللي بقول #بايخة بدي احطو بالأستديو 😂🤦‍♀🤦‍♀🤦‍♀🤦‍♀😹😹😹😹😹😹😹😹😹…,NOT_OFF,0.0
4289,#مهجوره_اربع_سنه_اريد_فك_قيوديفي شيء اسمه خلع ،اخلعيه وارتاحي ولا هذا الظلم والله ي بعض الحريم شيء يقتل قسماً لو اني مكانك ل يتربى تربية ما تربها عند أهله 😡😏,OFF,1.0
1366,هذي جريمه بحقوق طبيعه ليش صايد خلي ورابط وحاط شيله لاحول ولاقوة الابالله. أمة أقرأ تجهل معنا الطبيعه واحترام الطبيعه واخلقيات الله يعينا علي هذي العقول عقيمه👇🏻😤🚨⚖️🌿✋🏻 ,OFF,1.0
1445,حكمه اعجبتني : تعيش الاغنام🐑🐏 طول حياتها خائفة 🙀من الذئاب 🐺ثم يأكلها الراعي 👨🏻‍🌾كُن حذراً ممن تمنحه الثقه وتظنه صديقك وهو عدوك🤔😒,NOT_OFF,0.0
1988, ايووه نفسه صح 🙉 بس حقت FFXV اخف كلام من DW9 ✨ ، جربي واعطيني خبر عشان اختيبعد حابة تغير من الياباني للانجليزي .,NOT_OFF,0.0
4806,  #عاصي_الحلاني  👊🏻👊🏻 بس بحبك ومبسوطه لبنت #لبنان #ذا_فويس  #MBCthevoice  #فريق_احلام  #mbc #ماريس  🌹 ,NOT_OFF,0.0
6235,  #رسالة_السيسي_بالزي_العسكري نجمنا الغالي ابو زي قتالي #وفى وقت الحرب 👊ماحدش اغلى من بلادي 🇪🇬 ,NOT_OFF,0.0
3264, المخرج اللي بداجل كل رجل هاه 👊🏼😂,NOT_OFF,0.0
6784, تهبين تضبطينه حتى لو تطلقنا عيب تحبينه من وراي😤💔☹️,NOT_OFF,0.0
7845,يا لطيف😷😖,NOT_OFF,0.0
10, تعبت ارد على كونت تراا متخلفين ورجعيين حتى كل اكتبها كوول كيفي ياناس حلوا عن سماي اااف 👊🏼,OFF,1.0
5610, انا ما اروح الجنادرية بسبب هالمصخره تجمعوا عليه كأنهم ذبان وما خيلوا واستحوا ولا شي 😷😷,OFF,1.0
4141, طب انتو صايمين انا مال اهلي انا 😠 انا اكل بدالكم  وانتو تدفعوا زي البشوات 😄,NOT_OFF,0.0
3752, ربط منطقي ولو إن الصفة هذي موجودة عند أصحاب الديانات الأخرى، يمكن تأثير الهندوسية والبوذية إمتد إلى الثقافات المحلية. هي صفة حلوه عموماً لكنهم يزودونها شوي أحياناً، حتى الجرذي اذا كان في مصيدة يرحمونه وينقذونه 🤢,NOT_OFF,0.0
444, انتبه وانت تزرف😣😂😂,NOT_OFF,0.0
6701,انا بعد مصخنً 😩 والدنيا مصخنه فيني وتوترمصخنً كل ما حولي يوحي صخونه 🤒😷,NOT_OFF,0.0
2480, ما قدرت اكمله من الخياس 😷,NOT_OFF,0.0
10991,هذا الدكتور لا قالك عذر اقبح اكثر من ذنب ، فكر غير مستبعد اكثر من عقلية تمجد صدام.. للاسف 👎🏻,,1.0
3698,  الحين أبوك يتعب ويربيك ويعلمك المرجله 20 سنهوأخرتها تحط لايك لأظافر البنات بالانستجرام 🔪🌚😂😂😂😂,OFF,1.0
6953, الله يلوع جبدك احنا شذنبنا 🤢🔪,OFF,1.0
